Detail 1.1.1 ,,,,,,,,,
"Window Wall System ""½ Spandrel Panel Clear Wall with No Interior Stud Cavity Insulation",,,,,,,,,
1,Interior Films1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"3 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.)",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
5,Exterior Sheathing,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),385,5.005,
6,Exterior Insulation,Varies,0.24 (0.034),R-12.6 to R-25.2 (2.22 to 4.40 RSI),489 (7830),0.12 (500),22.7,1.135,
7,Fiber Reinforced Plastic (FRP) Girts,-,2.4 (0.35),-,-,-,N/A,N/A,
8,Horizontal Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Metal Cladding with 1/2""½ vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.26,,,,,,,,0,
"Exterior Insulated 3 5/8""½""½ x 1 5/8""½""½ Steel Stud (16""½""½ o.c.) Wall Assembly with Thermally Broken Aluminum Clip Rail System (24""½ o.c.) Supporting Cladding ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"3 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Exterior Sheathing,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),385,5.005,
6,Longboard Aluminum Panel Clip,"1/5""½ to 3/8""½""½ (5 to 10)",1110 (160),-,-,-,N/A,N/A,
7,Exterior Insulation,Varies,-,R-12.6 to R-25.2 (2.22 to 4.44 RSI),1.8 (28),0.29 (1220),22.7,1.135,
8,Vertical Steel Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Cladding with 1/2"" (13mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.27,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with High Compression Insulation and Through Insulation Steel Fasteners (12""½ o.c.) Supporting Cladding, Owens Corning ThermaFiber RainBarrier HC Max Insulation and R-20 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),3.75,0.06,
3,"6""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
4,Ecotouch Pink Fiberglass Batt,"6""½ (152)",0.28 (0.041),R-20 (3.52 RSI),0.55 (8.8),0.17 (710),N/A,N/A,
5,Exterior Sheathing,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),385,6.16,
6,ThermaFiber RainBarrier HC Max Mineral Wool Semi Rigid Insulation,,,R-4.0 to R-16.0 (0.70 to 2.82 RSI),,,N/A,N/A,
7,,Varies,0.25 (0.036),,11 (176),0.20 (850),,0,
8,#12 Steel Fasteners,"0.21""½ (5.3) ""½",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
10,Vertical Z-Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
11,"Metal Cladding with 1/2""½ (13 mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
12,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.28,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with High Compression Insulation and Through Insulation Steel Fasteners (12""½ o.c.) Supporting Cladding, Owens Corning ThermaFiber RainBarrier HC Plus 110 Exterior Insulation and R-20 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),3.75,0.06,
3,"6""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
4,Ecotouch Pink Fiberglass Batt,"6""½ (152)",0.28 (0.041),R-20 (3.52 RSI),0.55 (8.8),0.17 (710),N/A,N/A,
5,Exterior Sheathing,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),385,6.16,
6,ThermaFiber RainBarrier HC Plus 110 Mineral Wool Semi Rigid Insulation,,,R-4.1 to R-16.4 (0.72 to 2.89 RSI),,,N/A,N/A,
7,,Varies,0.24 (0.035),,8 (128),0.20 (850),,0,
8,#12 Steel Fasteners,"0.21""½ (5.3) ""½",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"(12""½ o.c.)",,,,,,N/A,N/A,
10,Vertical Z-Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
11,"Metal Cladding with 1/2""½ (13 mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
12,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.29,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with High Compression Insulation and Through Insulation Steel Fasteners (12""½ o.c.) Supporting Cladding, Owens Corning ThermaFiber RainBarrier 45 Insulation and R-20 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),3.75,0.06,
3,"6""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
4,Ecotouch Pink Fiberglass Batt,"6""½ (152)",0.28 (0.041),R-20 (3.52 RSI),0.55 (8.8),0.17 (710),N/A,N/A,
5,Exterior Sheathing,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),385,6.16,
6,ThermaFiber RainBarrier 45 Mineral Wool Semi Rigid Insulation,,,R-4.2 to R-16.8 (0.74 to 2.96 RSI),,,N/A,N/A,
7,,Varies,0.24 (0.034),,4.5 (72),0.20 (850),,0,
8,#12 Steel Fasteners,"0.21""½ (5.3) ""½",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"(12""½ o.c.)",,,,,,N/A,N/A,
10,Vertical Z-Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
11,"Metal Cladding with 1/2""½ (13 mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
12,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.30,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with High Compression Insulation and Through Insulation Steel Fasteners (12""½ o.c.) Supporting Cladding, Owens Corning ThermaFiber RainBarrier HC Max Insulation and R-22 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),3.75,0.06,
3,"6""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
4,Ecotouch Pink Fiberglass Batt,"6""½ (152)",0.27 (0.039),R-22 (3.87 RSI),0.91 (14.5),0.17 (710),N/A,N/A,
5,Exterior Sheathing,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),385,6.16,
6,ThermaFiber RainBarrier HC Max Mineral Wool Semi Rigid Insulation,,,R-4.0 to R-16.0 (0.70 to 2.82 RSI),,,N/A,N/A,
7,,Varies,0.25 (0.036),,11 (176),0.20 (850),,0,
8,#12 Steel Fasteners,"0.21""½ (5.3) ""½",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"(12""½ o.c.)",,,,,,N/A,N/A,
10,Vertical Z-Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
11,"Metal Cladding with 1/2""½ (13 mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
12,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.31,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with High Compression Insulation and Through Insulation Steel Fasteners (12""½ o.c.) Supporting Cladding, Owens Corning ThermaFiber RainBarrier HC Plus 110 Exterior Insulation and R-22 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),3.75,0.06,
3,"6""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
4,Ecotouch Pink Fiberglass Batt,"6""½ (152)",0.27 (0.039),R-22 (3.87 RSI),0.91 (14.5),0.17 (710),N/A,N/A,
5,Exterior Sheathing,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),385,6.16,
6,ThermaFiber RainBarrier HC Plus 110 Mineral Wool Semi Rigid Insulation,,,R-4.1 to R-16.4 (0.72 to 2.89 RSI),,,N/A,N/A,
7,,Varies,0.24 (0.035),,8 (128),0.20 (850),,0,
8,#12 Steel Fasteners,"0.21""½ (5.3) ""½",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"(12""½ o.c.)",,,,,,N/A,N/A,
10,Vertical Z-Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
11,"Metal Cladding with 1/2""½ (13 mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
12,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.32,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with High Compression Insulation and Through Insulation Steel Fasteners (12""½ o.c.) Supporting Cladding, Owens Corning ThermaFiber RainBarrier 45 Insulation and R-22 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),3.75,0.06,
3,"6""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
4,Ecotouch Pink Fiberglass Batt,"6""½ (152)",0.27 (0.039),R-22 (3.87 RSI),0.91 (14.5),0.17 (710),N/A,N/A,
5,Exterior Sheathing,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),385,6.16,
6,ThermaFiber RainBarrier 45 Mineral Wool Semi Rigid Insulation,,,R-4.2 to R-16.8 (0.74 to 2.96 RSI),,,N/A,N/A,
7,,Varies,0.24 (0.034),,4.5 (72),0.20 (850),,0,
8,#12 Steel Fasteners,"0.21""½ (5.3) ""½",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"(12""½ o.c.)",,,,,,N/A,N/A,
10,Vertical Z-Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
11,"Metal Cladding with 1/2""½ (13 mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
12,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.33,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with High Compression Insulation and Through Insulation Steel Fasteners (12""½ o.c.) Supporting Cladding, Owens Corning ThermaFiber RainBarrier HC Max Insulation and R-24 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),3.75,0.06,
3,"6""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
4,Ecotouch Pink Fiberglass Batt,"6""½ (152)",0.25 (0.036),R-24 (4.23 RSI),1.42 (22.7),0.17 (710),N/A,N/A,
5,Exterior Sheathing,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),385,6.16,
6,ThermaFiber RainBarrier HC Max Mineral Wool Semi Rigid Insulation,,,R-4.0 to R-16.0 (0.70 to 2.82 RSI),,,N/A,N/A,
7,,Varies,0.25 (0.036),,11 (176),0.20 (850),,0,
8,#12 Steel Fasteners,"0.21""½ (5.3) ""½",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"(12""½ o.c.)",,,,,,N/A,N/A,
10,Vertical Z-Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
11,"Metal Cladding with 1/2""½ (13 mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
12,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.34,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with High Compression Insulation and Through Insulation Steel Fasteners (12""½ o.c.) Supporting Cladding, Owens Corning ThermaFiber RainBarrier HC Plus 110 Exterior Insulation and R-24 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),3.75,0.06,
3,"6""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
4,Ecotouch Pink Fiberglass Batt,"6""½ (152)",0.25 (0.036),R-24 (4.23 RSI),1.42 (22.7),0.17 (710),N/A,N/A,
5,Exterior Sheathing,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),385,6.16,
6,ThermaFiber RainBarrier HC Plus 110 Mineral Wool Semi Rigid Insulation,Varies,0.24 (0.035),R-4.1 to R-16.4 (0.72 to 2.89 RSI),8 (128),0.20 (850),N/A,N/A,
7,"#12 Steel Fasteners (12""½ o.c.)","0.21""½ (5.3) ""½",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
8,Vertical Z-Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Metal Cladding with 1/2""½ (13 mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.35,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with High Compression Insulation and Through Insulation Steel Fasteners (12""½ o.c.) Supporting Cladding, Owens Corning ThermaFiber RainBarrier 45 Insulation and R-24 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),3.75,0.06,
3,"6""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),10614,0.0010614,
4,Ecotouch Pink Fiberglass Batt,"6""½ (152)",0.25 (0.036),R-24 (4.23 RSI),1.42 (22.7),0.17 (710),N/A,N/A,
5,Exterior Sheathing,"5/8"" (16)",1.1 (0.16),R-0.6 (0.10 RSI),50 (800),0.26 (1090),385,6.16,
6,ThermaFiber RainBarrier 45 Mineral Wool Semi Rigid Insulation,Varies,0.24 (0.034),R-4.2 to R-16.8 (0.74 to 2.96 RSI),4.5 (72),0.20 (850),N/A,N/A,
7,"#12 Steel Fasteners (12""½ o.c.)","0.21""½ (5.3) ""½",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
8,Vertical Z-Girts,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Metal Cladding with 1/2""½ (13 mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.36,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with Knight CI-System (8""½ o.c.) and 1 1/2""½ Spray Foam (R-9.8) in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Films1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"6""½ x 1 5/8""½ Steel Studs (16""½o.c.)",18 Gauge,250 (36),-,489 (7830),0.12 (500),N/A,N/A,
4,Air in Stud Cavity,"4 1/2""½ (114)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Spray Foam Insulation,"1 1/2""½ (38)",-,R-9.8 (1.73 RSI),-,-,13.7,0.5206,
6,Exterior Polyisocyanurate Insulation,Varies,-,R-10.1 to R-19.0 (1.78 to 3.35 RSI),-,-,N/A,N/A,
7,"#12 Stainless Steel Fasteners (8""½ o.c.)","0.21""½ (5.3) ""½",12 (20),-,489 (7830),0.12 (500),N/A,N/A,
8,Steel Vertical and Horizontal Rails,18 Gauge,250 (36),-,489 (7830),0.12 (500),N/A,N/A,
9,Isolator,"3/16""½ (4)",0.12 (0.21),-,-,-,N/A,N/A,
10,Metal Cladding with vented airspace incorporated into exterior heat transfer coefficient,,,,,,N/A,N/A,
11,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.37,,,,,,,,0,
"Exterior and Interior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with Knight CI-System (16""½ o.c.) and 1 1/2""½ Spray Foam (R-9.8) in Stud Cavity ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Films1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"6""½ x 1 5/8""½ Steel Studs (16""½o.c.)",18 Gauge,250 (36),-,489 (7830),0.12 (500),N/A,N/A,
4,Air in Stud Cavity,"4 1/2""½ (114)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Spray Foam Insulation,"1 1/2""½ (38)",-,R-9.8 (1.73 RSI),-,-,13.7,0.5206,
6,Exterior Polyisocyanurate Insulation,Varies,-,R-10.1 to R-19.0 (1.78 to 3.35 RSI),-,-,N/A,N/A,
7,"#12 Stainless Steel Fasteners (16""½ o.c.)","0.21""½ (5.3) ""½",12 (20),-,489 (7830),0.12 (500),N/A,N/A,
8,Steel Vertical and Horizontal Rails,18 Gauge,250 (36),-,489 (7830),0.12 (500),N/A,N/A,
9,Isolator,"3/16""½ (4)",0.12 (0.21),-,-,-,N/A,N/A,
10,Metal Cladding with vented airspace incorporated into exterior heat transfer coefficient,,,,,,N/A,N/A,
11,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.38,,,,,,,,0,
"Exterior Insulated 6""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with Knight CI-System (8""½ o.c.) ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Films1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"6""½ x 1 5/8""½ Steel Studs (16""½o.c.)",18 Gauge,250 (36),-,489 (7830),0.12 (500),N/A,N/A,
4,Air in Stud Cavity,"4 1/2""½ (114)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Exterior Polyisocyanurate Insulation,Varies,-,R-10.1 to R-19.0 (1.78 to 3.35 RSI),-,-,N/A,N/A,
6,"#12 Stainless Steel Fasteners (8""½ o.c.)","0.21""½ (5.3) ""½",12 (20),-,489 (7830),0.12 (500),N/A,N/A,
7,Steel Vertical and Horizontal Rails,18 Gauge,250 (36),-,489 (7830),0.12 (500),N/A,N/A,
8,Isolator,"3/16""½ (4)",0.12 (0.21),-,-,-,N/A,N/A,
9,Metal Cladding with vented airspace incorporated into exterior heat transfer coefficient,,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 5.1.39,,,,,,,,0,
"Exterior Insulated 3 5/8""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with R-TEC CI Bracket System Supporting Vertical Sub-girts ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"3 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Exterior Sheathing,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),385,5.005,
6,Exterior Mineral Wool Insulation,"3""½ to 6""½ (76 to 152)",0.24 (0.034),R-12.6 to R-25.2 (2.22 RSI to 4.44 RSI),4 (64),0.20 (850),N/A,N/A,
7,R-TEC CI Bracket Aluminum 6063,-,1390 (200),-,168 (2700),0.22 (900),N/A,N/A,
8,#14 Stainless Steel Fasteners,"1/4"" (6) ""½",118 (17),-,500 (8000),0.13 (530),16014,96.084,
9,Vertical Sub-girt,"0.09""½ (2.2)",1390 (200),-,168 (2700),0.22 (900),16014,35.2308,
10,"Generic Cladding with 1/2""½ (13mm) vented air space is incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
11,Exterior Film1,,-,R-0.7 (0.12 RSI),-,-,0.81,0,
Detail 5.1.40,,,,,,,,0,
"Exterior and Interior Insulated 3 5/8""½ x 1 5/8""½ Steel Stud (16""½ o.c.) Wall Assembly with R-TEC CI Bracket System Supporting Vertical Sub- girts and R-13 Batt Insulation in Stud Cavity ""½ Clear Wall",,,,,,,,0,
